sep=,
CUSTOM.date [local],CUSTOM.updateTime [local],OSD.flyTime,OSD.flyTime [s],OSD.latitude,OSD.longitude,OSD.height [ft],OSD.heightMax [ft],OSD.vpsHeight [ft],OSD.altitude [ft],OSD.mileage [ft],OSD.hSpeed [MPH],OSD.hSpeedMax [MPH],OSD.xSpeed [MPH],OSD.xSpeedMax [MPH],OSD.ySpeed [MPH],OSD.ySpeedMax [MPH],OSD.zSpeed [MPH],OSD.zSpeedMax [MPH],OSD.pitch,OSD.roll,OSD.yaw,OSD.yaw [360],OSD.directionOfTravel,OSD.flycState,OSD.flycCommand,OSD.flightAction,OSD.gpsNum,OSD.gpsLevel,OSD.isGPSUsed,OSD.nonGPSCause,OSD.droneType,OSD.isSwaveWork,OSD.waveError,OSD.goHomeStatus,OSD.batteryType,OSD.ctrlDevice,OSD.isOnGround,OSD.isMotorOn,OSD.isMotorBlocked,OSD.motorStartFailedCause,OSD.motorFailReason,OSD.isImuPreheated,OSD.imuInitFailReason,OSD.isAcceletorOverRange,OSD.isBarometerDeadInAir,OSD.isCompassError,OSD.isGoHomeHeightModified,OSD.canIOCWork,OSD.isNotEnoughForce,OSD.isOutOfLimit,OSD.isPropellerCatapult,OSD.isVibrating,OSD.isVisionUsed,OSD.voltageWarning,GIMBAL.mode,GIMBAL.pitch,GIMBAL.roll,GIMBAL.yaw,GIMBAL.yaw [360],GIMBAL.isPitchAtLimit,GIMBAL.isRollAtLimit,GIMBAL.isYawAtLimit,GIMBAL.isStuck,CAMERA.isPhoto,CAMERA.isVideo,CAMERA.filename,CAMERA.sdCardIsInserted,CAMERA.sdCardState,RC.downlinkSignal,RC.uplinkSignal,RC.aileron,RC.elevator,RC.throttle,RC.rudder,RC.mode,RC.goHomeDepressed,RC.recordDepressed,RC.shutterDepressed,RC.playbackDepressed,RC.wheelDepressed,RC.wheelOffset,RC.custom1Depressed,RC.custom2Depressed,RC.custom3Depressed,RC.custom4Depressed,BATTERY.chargeLevel,BATTERY.currentPV [V],BATTERY.currentCapacity [mAh],BATTERY.fullCapacity [mAh],BATTERY.voltage [V],BATTERY.isCellVoltageEstimated,BATTERY.cellVoltage1 [V],BATTERY.cellVoltage2 [V],BATTERY.maxCellVoltageDeviation,BATTERY.isCellVoltageDeviationHigh,BATTERY.isVoltageLow,BATTERY.current [A],BATTERY.temperature [F],BATTERY.minTemperature [F],BATTERY.maxTemperature [F],BATTERY.usefulTime [s],BATTERY.goHomeTime [s],BATTERY.landTime [s],BATTERY.goHomeBattery,BATTERY.landBattery,BATTERY.safeFlyRadius,BATTERY.volumeConsume,BATTERY.status,BATTERY.goHomeStatus,BATTERY.goHomeCountdown,BATTERY.lowWarning,BATTERY.lowWarningGoHome,BATTERY.seriousLowWarning,BATTERY.seriousLowWarningLanding,BATTERY.timesCharged,MC.failSafeAction,MC.isObstacleAvoidanceEnabled,MC.isCollisionAvoidanceEnabled,MC.isRthObstacleAvoidanceEnabled,MC.isBraking,MC.isAvoidingObstacle,MC.isAvoidingActiveObstacle,MC.isAscentLimitedByObstacle,MC.isLandingConfirmationNeeded,MC.atLowAltitudeLimit,MC.atDistanceLimit,MC.atAirportAltitudeLimit,MC.atAirportBoundary,HOME.latitude,HOME.longitude,HOME.distance [ft],HOME.height [ft],HOME.heightLimit [ft],HOME.isHomeRecord,HOME.goHomeMode,HOME.aircraftHeadDirection,HOME.isDynamicHomePointEnabled,HOME.isReachedLimitDistance,HOME.isReachedLimitHeight,HOME.isCompassCalibrating,HOME.compassCalibrationState,HOME.isMultipleFlightModeEnabled,HOME.isBeginnerMode,HOME.isIOCEnabled,HOME.iocMode,HOME.goHomeHeight [ft],HOME.courseLockAngle,HOME.forceLandingHeight [ft],HOME.dataRecorderFileIndex,WEATHER.windDirection,WEATHER.windRelativeDirection,WEATHER.windSpeed [MPH],WEATHER.maxWindSpeed [MPH],WEATHER.windStrength,WEATHER.isFacingWind,WEATHER.isFlyingIntoWind,RECOVER.appType,RECOVER.appVersion,RECOVER.aircraftName,RECOVER.aircraftSerial,RECOVER.cameraSerial,RECOVER.rcSerial,RECOVER.batterySerial,DETAILS.totalTime [s],DETAILS.totalDistance [ft],DETAILS.maxHeight [ft],DETAILS.maxHorizontalSpeed [MPH],DETAILS.maxVerticalSpeed [MPH],DETAILS.photoNum,DETAILS.videoTime [s],DETAILS.aircraftName,DETAILS.aircraftSerial,DETAILS.cameraSerial,DETAILS.rcSerial,DETAILS.batterySerial,DETAILS.appName,DETAILS.appType,DETAILS.appVersion,DETAILS.guid,SERIAL.flightController,SERIAL.camera,SERIAL.gimbal,SERIAL.rc,SERIAL.battery,SERIAL.battery2,APPGPS.latitude,APPGPS.longitude,APPGPS.accuracy,APP.tip,APP.warning
11/25/2025,7:05:15.16 PM,0m 6.2s,6.2,44.5659600457232,-123.279289000166,6.8,6.8,11.1,273,12.8,0,0.671082,0,0.223694,0,0.223694,-4.47388,0.223694,-2,4.5,141.4,141.4,,P-GPS,Auto Fly,,15,4,True,,Neo,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,3.2,124.5,124.5,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1684,1024,C,False,False,False,False,False,0,False,False,False,False,51,7.128,712,1398,7.128,False,3.561,3.567,0.006,False,False,8.727,70.9,70.8,70.8,,,,,,,,,Idle,,,,,,1,Go Home,False,False,True,False,False,False,False,False,True,False,False,False,44.5659503952911,-123.279312848653,7.1,,393.7,True,1,1,False,False,False,False,,True,False,False,,98.4,,9.8,21,SW,E,2.46,2.46,Calm,False,False,,1.19.0,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,129.5,0.4,104.9,8.321864,4.47388,0,4839,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,DJI Fly,,1.19.0,AD700193-57D5-3872-3DB4-884CCCF8546D,1581F87LB24AL00201LN,7YZFM7V31129DM,,6UZTN4P0011919,87HKMACAG0W7J6,,,,,,
11/25/2025,7:05:15.26 PM,0m 6.3s,6.3,44.5659600019152,-123.279288975197,7.5,7.5,11.8,273,12.8,0,0.671082,0,0.223694,0,0.223694,-4.47388,0.223694,-1.6,4.6,141.5,141.5,,P-GPS,Auto Fly,,15,4,True,,Neo,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,3.4,124.4,124.4,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1684,1024,C,False,False,False,False,False,0,False,False,False,False,51,7.128,712,1398,7.128,False,3.561,3.567,0.006,False,False,8.727,70.9,70.8,70.8,,,,,,,,,Idle,,,,,,1,Go Home,False,False,True,False,False,False,False,False,True,False,False,False,44.5659503952911,-123.279312848653,7.1,,393.7,True,1,1,False,False,False,False,,True,False,False,,98.4,,9.8,21,SW,E,2.68,2.68,Calm,False,True,,1.19.0,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,129.5,0.4,104.9,8.321864,4.47388,0,4839,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,DJI Fly,,1.19.0,AD700193-57D5-3872-3DB4-884CCCF8546D,1581F87LB24AL00201LN,7YZFM7V31129DM,,6UZTN4P0011919,87HKMACAG0W7J6,,,,,,
11/25/2025,7:05:15.36 PM,0m 6.4s,6.4,44.5659599549202,-123.279288934683,8.5,8.5,12.7,274,12.8,0,0.671082,0,0.223694,0,0.223694,-4.47388,0.223694,-1.9,4.6,141.4,141.4,,P-GPS,Auto Fly,,15,4,True,,Neo,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,3.2,124.4,124.4,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1684,1005,C,False,False,False,False,False,0,False,False,False,False,51,7.128,712,1398,7.128,False,3.561,3.567,0.006,False,False,8.727,70.9,70.8,70.8,,,,,,,,,Idle,,,,,,1,Go Home,False,False,True,False,False,False,False,False,True,False,False,False,44.5659503952911,-123.279312848653,7.1,,393.7,True,1,1,False,False,False,False,,True,False,False,,98.4,,9.8,21,SW,E,2.68,2.68,Calm,False,False,,1.19.0,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,129.5,0.4,104.9,8.321864,4.47388,0,4839,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,DJI Fly,,1.19.0,AD700193-57D5-3872-3DB4-884CCCF8546D,1581F87LB24AL00201LN,7YZFM7V31129DM,,6UZTN4P0011919,87HKMACAG0W7J6,,,,,,
11/25/2025,7:05:15.47 PM,0m 6.5s,6.5,44.5659594798454,-123.279286806882,9.1,9.1,13.4,275,13.4,0,0.671082,0,0.223694,0,0.223694,-4.47388,0.223694,-1.7,4.5,141.4,141.4,,P-GPS,Auto Fly,,14,4,True,,Neo,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,3.2,124.3,124.3,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1684,1009,C,False,False,False,False,False,0,False,False,False,False,51,7.132,709,1391,7.132,False,3.561,3.567,0.006,False,False,6.256,71.1,70.8,71.0,,,,,,,,,Idle,,,,,,1,Go Home,False,False,True,False,False,False,False,False,True,False,False,False,44.5659503952911,-123.279312848653,7.5,,393.7,True,1,1,False,False,False,False,,True,False,False,,98.4,,9.8,21,SW,E,2.9,2.9,Calm,False,False,,1.19.0,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,129.5,0.4,104.9,8.321864,4.47388,0,4839,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,DJI Fly,,1.19.0,AD700193-57D5-3872-3DB4-884CCCF8546D,1581F87LB24AL00201LN,7YZFM7V31129DM,,6UZTN4P0011919,87HKMACAG0W7J6,,,,,,
11/25/2025,7:05:15.57 PM,0m 6.6s,6.6,44.5659594261072,-123.279286773823,9.8,9.8,14.1,276,13.4,0,0.671082,0,0.223694,0,0.223694,-4.47388,0.223694,-1.4,4.5,141.4,141.4,,P-GPS,Auto Fly,,14,4,True,,Neo,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,3.1,124.2,124.2,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1684,1024,C,False,False,False,False,False,0,False,False,False,False,51,7.132,709,1391,7.132,False,3.561,3.567,0.006,False,False,6.256,71.1,70.8,71.0,,,,,,,,,Idle,,,,,,1,Go Home,False,False,True,False,False,False,False,False,True,False,False,False,44.5659503952911,-123.279312848653,7.5,,393.7,True,1,1,False,False,False,False,,True,False,False,,98.4,,9.8,21,SW,E,2.9,2.9,Calm,False,False,,1.19.0,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,129.5,0.4,104.9,8.321864,4.47388,0,4839,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,DJI Fly,,1.19.0,AD700193-57D5-3872-3DB4-884CCCF8546D,1581F87LB24AL00201LN,7YZFM7V31129DM,,6UZTN4P0011919,87HKMACAG0W7J6,,,,,,
11/25/2025,7:05:15.67 PM,0m 6.7s,6.7,44.5659587583932,-123.279283942236,10.4,10.4,14.7,276,14.2,0,0.671082,0,0.223694,0,0.223694,-4.47388,0.223694,-1.4,4.4,141.3,141.3,,P-GPS,Auto Fly,,14,4,True,,Neo,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,2.8,124.2,124.2,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1684,1024,C,False,False,False,False,False,0,False,False,False,False,51,7.132,709,1391,7.132,False,3.561,3.567,0.006,False,False,6.256,71.1,70.8,71.0,,,,,,,,,Idle,,,,,,1,Go Home,False,False,True,False,False,False,False,False,True,False,False,False,44.5659503952911,-123.279312848653,8.1,,393.7,True,1,1,False,False,False,False,,True,False,False,,98.4,,9.8,21,SW,E,2.9,2.9,Calm,False,False,,1.19.0,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,129.5,0.4,104.9,8.321864,4.47388,0,4839,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,DJI Fly,,1.19.0,AD700193-57D5-3872-3DB4-884CCCF8546D,1581F87LB24AL00201LN,7YZFM7V31129DM,,6UZTN4P0011919,87HKMACAG0W7J6,,,,,,
11/25/2025,7:05:15.77 PM,0m 6.8s,6.8,44.5659586678729,-123.279283946983,11.4,11.4,15.4,277,14.2,0,0.671082,0,0.223694,0,0.223694,-4.47388,0.223694,-1.1,3.8,141.3,141.3,,P-GPS,Auto Fly,,14,4,True,,Neo,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,2.1,124.2,124.2,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1684,1024,C,False,False,False,False,False,0,False,False,False,False,51,7.132,709,1391,7.132,False,3.561,3.567,0.006,False,False,6.256,71.1,70.8,71.0,,,,,,,,,Idle,,,,,,1,Go Home,False,False,True,False,False,False,False,False,True,False,False,False,44.5659503952911,-123.279312848653,8.0,,393.7,True,1,1,False,False,False,False,,True,False,False,,98.4,,9.8,21,SW,E,3.13,3.13,Calm,False,True,,1.19.0,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,129.5,0.4,104.9,8.321864,4.47388,0,4839,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,DJI Fly,,1.19.0,AD700193-57D5-3872-3DB4-884CCCF8546D,1581F87LB24AL00201LN,7YZFM7V31129DM,,6UZTN4P0011919,87HKMACAG0W7J6,,,,,,
11/25/2025,7:05:15.87 PM,0m 6.9s,6.9,44.5659578692669,-123.279282095182,12.1,12.1,16.4,278,14.8,0,0.671082,0,0.223694,0,0.223694,-4.47388,0.223694,-0.1,3.1,141.4,141.4,,P-GPS,Auto Fly,,14,4,True,,Neo,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,1.4,124.2,124.2,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1684,1024,C,False,False,False,False,False,0,False,False,False,False,51,7.132,709,1391,7.132,False,3.561,3.567,0.006,False,False,6.256,71.1,70.8,71.0,,,,,,,,,Idle,,,,,,1,Go Home,False,False,True,False,False,False,False,False,True,False,False,False,44.5659503952911,-123.279312848653,8.4,,393.7,True,1,1,False,False,False,False,,True,False,False,,98.4,,9.8,21,SW,E,3.13,3.13,Calm,False,False,,1.19.0,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,129.5,0.4,104.9,8.321864,4.47388,0,4839,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,DJI Fly,,1.19.0,AD700193-57D5-3872-3DB4-884CCCF8546D,1581F87LB24AL00201LN,7YZFM7V31129DM,,6UZTN4P0011919,87HKMACAG0W7J6,,,,,,
11/25/2025,7:05:15.98 PM,0m 7.0s,7.0,44.565957744466,-123.279280079596,13.1,13.1,17.0,279,15.3,0,0.671082,0,0.223694,0,0.223694,-4.47388,0.223694,0.1,2.6,141.4,141.4,,P-GPS,Auto Fly,,15,4,True,,Neo,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,1.2,124.2,124.2,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1684,1024,C,False,False,False,False,False,0,False,False,False,False,51,7.132,709,1391,7.132,False,3.561,3.567,0.006,False,False,6.256,71.1,70.8,71.0,,,,,,,,,Idle,,,,,,1,Go Home,False,False,True,False,False,False,False,False,True,False,False,False,44.5659503952911,-123.279312848653,8.9,,393.7,True,1,1,False,False,False,False,,True,False,False,,98.4,,9.8,21,SW,E,3.13,3.13,Calm,False,False,,1.19.0,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,129.5,0.4,104.9,8.321864,4.47388,0,4839,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,DJI Fly,,1.19.0,AD700193-57D5-3872-3DB4-884CCCF8546D,1581F87LB24AL00201LN,7YZFM7V31129DM,,6UZTN4P0011919,87HKMACAG0W7J6,,,,,,
11/25/2025,7:05:16.08 PM,0m 7.1s,7.1,44.5659576570908,-123.279280031422,13.7,13.7,17.7,279,15.3,0,0.671082,0,0.223694,0,0.223694,-4.250186,0.223694,0.1,2.7,141.4,141.4,,P-GPS,Auto Fly,,15,4,True,,Neo,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,1.8,124.2,124.2,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1684,1024,C,False,False,False,False,False,0,False,False,False,False,51,7.132,709,1391,7.132,False,3.561,3.567,0.006,False,False,6.256,71.1,70.8,71.0,,,,,,,,,Idle,,,,,,1,Go Home,False,False,True,False,False,False,False,False,True,False,False,False,44.5659503952911,-123.279312848653,8.9,,393.7,True,1,1,False,False,False,False,,True,False,False,,98.4,,9.8,21,SW,E,3.13,3.13,Calm,False,True,,1.19.0,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,129.5,0.4,104.9,8.321864,4.47388,0,4839,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,DJI Fly,,1.19.0,AD700193-57D5-3872-3DB4-884CCCF8546D,1581F87LB24AL00201LN,7YZFM7V31129DM,,6UZTN4P0011919,87HKMACAG0W7J6,,,,,,
11/25/2025,7:05:16.18 PM,0m 7.2s,7.2,44.5659576077539,-123.279279972597,14.4,14.4,18.3,280,15.4,0,0.671082,0,0.223694,0,0.223694,-4.47388,0.223694,0.4,3.3,141.5,141.5,,P-GPS,Auto Fly,,15,4,True,,Neo,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,2,124.2,124.2,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1539,1024,C,False,False,False,False,False,0,False,False,False,False,51,7.121,709,1391,7.121,False,3.559,3.562,0.006,False,False,6.256,71.1,70.8,71.0,,,,,,,,,Idle,,,,,,1,Go Home,False,False,True,False,False,False,False,False,True,False,False,False,44.5659503952911,-123.279312848653,8.9,,393.7,True,1,1,False,False,False,False,,True,False,False,,98.4,,9.8,21,SW,E,3.13,3.13,Calm,False,False,,1.19.0,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,129.5,0.4,104.9,8.321864,4.47388,0,4839,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,DJI Fly,,1.19.0,AD700193-57D5-3872-3DB4-884CCCF8546D,1581F87LB24AL00201LN,7YZFM7V31129DM,,6UZTN4P0011919,87HKMACAG0W7J6,,,,,,
11/25/2025,7:05:16.28 PM,0m 7.3s,7.3,44.5659573168349,-123.279278553184,15.0,15.0,19.0,281,15.7,0,0.671082,0,0.223694,0,0.223694,-4.250186,0.223694,0,3.3,141.5,141.5,,P-GPS,Auto Fly,,16,4,True,,Neo,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,2,124.1,124.1,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1584,1024,C,False,False,False,False,False,0,False,False,False,False,51,7.121,709,1391,7.121,False,3.559,3.562,0.006,False,False,6.256,71.1,70.8,71.0,,,,,,,,,Idle,,,,,,1,Go Home,False,False,True,False,False,False,False,False,True,False,False,False,44.5659503952911,-123.279312848653,9.2,,393.7,True,1,1,False,False,False,False,,True,False,False,,98.4,,9.8,21,SW,E,3.35,3.35,Calm,False,False,,1.19.0,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,129.5,0.4,104.9,8.321864,4.47388,0,4839,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,DJI Fly,,1.19.0,AD700193-57D5-3872-3DB4-884CCCF8546D,1581F87LB24AL00201LN,7YZFM7V31129DM,,6UZTN4P0011919,87HKMACAG0W7J6,,,,,,
11/25/2025,7:05:16.38 PM,0m 7.4s,7.4,44.5659573395083,-123.279278444484,15.7,15.7,19.6,281,15.8,0,0.671082,0,0.223694,0,0.223694,-3.579104,0.223694,-0.7,3.4,141.4,141.4,,P-GPS,Auto Fly,,16,4,True,,Neo,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,2.3,124.1,124.1,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1684,1024,C,False,False,False,False,False,0,False,False,False,False,51,7.121,709,1391,7.121,False,3.559,3.562,0.006,False,False,6.256,71.1,70.8,71.0,,,,,,,,,Idle,,,,,,1,Go Home,False,False,True,False,False,False,False,False,True,False,False,False,44.5659503952911,-123.279312848653,9.2,,393.7,True,1,1,False,False,False,False,,True,False,False,,98.4,,9.8,21,SW,E,3.35,3.35,Calm,False,False,,1.19.0,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,129.5,0.4,104.9,8.321864,4.47388,0,4839,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,DJI Fly,,1.19.0,AD700193-57D5-3872-3DB4-884CCCF8546D,1581F87LB24AL00201LN,7YZFM7V31129DM,,6UZTN4P0011919,87HKMACAG0W7J6,,,,,,
11/25/2025,7:05:16.48 PM,0m 7.5s,7.5,44.5659566414717,-123.279277152326,16.4,16.4,20.3,282,16.2,0,0.671082,0,0.223694,0,0.223694,-3.35541,0.223694,-0.7,3.7,141.4,141.4,,P-GPS,Auto Fly,,17,4,True,,Neo,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,2.3,124.1,124.1,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1684,1024,C,False,False,False,False,False,0,False,False,False,False,50,7.251,703,1391,7.251,False,3.559,3.562,0.006,False,False,4.064,71.2,70.8,71.2,,,,,,,,,Idle,,,,,,1,Go Home,False,False,True,False,False,False,False,False,True,False,False,False,44.5659503952911,-123.279312848653,9.5,,393.7,True,1,1,False,False,False,False,,True,False,False,,98.4,,9.8,21,SW,E,3.35,3.35,Calm,False,False,,1.19.0,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,129.5,0.4,104.9,8.321864,4.47388,0,4839,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,DJI Fly,,1.19.0,AD700193-57D5-3872-3DB4-884CCCF8546D,1581F87LB24AL00201LN,7YZFM7V31129DM,,6UZTN4P0011919,87HKMACAG0W7J6,,,,,,
11/25/2025,7:05:16.58 PM,0m 7.6s,7.6,44.5659566407874,-123.279277071264,17.0,17.0,20.9,283,16.2,0,0.671082,0,0.223694,0,0.223694,-3.579104,0.223694,-0.5,3.6,141.4,141.4,,P-GPS,Auto Fly,,17,4,True,,Neo,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,2.8,124,124,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1684,1024,C,False,False,False,False,False,0,False,False,False,False,50,7.251,703,1391,7.251,False,3.559,3.562,0.006,False,False,4.064,71.2,70.8,71.2,,,,,,,,,Idle,,,,,,1,Go Home,False,False,True,False,False,False,False,False,True,False,False,False,44.5659503952911,-123.279312848653,9.5,,393.7,True,1,1,False,False,False,False,,True,False,False,,98.4,,9.8,21,SW,E,3.35,3.35,Calm,False,False,,1.19.0,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,129.5,0.4,104.9,8.321864,4.47388,0,4839,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,DJI Fly,,1.19.0,AD700193-57D5-3872-3DB4-884CCCF8546D,1581F87LB24AL00201LN,7YZFM7V31129DM,,6UZTN4P0011919,87HKMACAG0W7J6,,,,,,
11/25/2025,7:05:16.69 PM,0m 7.7s,7.7,44.5659558169025,-123.279276485925,17.7,17.7,21.6,283,16.5,0,0.671082,0,0.223694,0,0.223694,-3.802798,0.223694,-0.7,4.5,141.3,141.3,,P-GPS,Auto Fly,,17,4,True,,Neo,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,-0.3,3.5,123.9,123.9,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1684,1036,C,False,False,False,False,False,0,False,False,False,False,50,7.251,703,1391,7.251,False,3.559,3.562,0.006,False,False,4.064,71.2,70.8,71.2,,,,,,,,,Idle,,,,,,1,Go Home,False,False,True,False,False,False,False,False,True,False,False,False,44.5659503952911,-123.279312848653,9.6,,393.7,True,1,1,False,False,False,False,,True,False,False,,98.4,,9.8,21,SW,E,3.35,3.35,Calm,False,False,,1.19.0,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,129.5,0.4,104.9,8.321864,4.47388,0,4839,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,DJI Fly,,1.19.0,AD700193-57D5-3872-3DB4-884CCCF8546D,1581F87LB24AL00201LN,7YZFM7V31129DM,,6UZTN4P0011919,87HKMACAG0W7J6,,,,,,
11/25/2025,7:05:16.79 PM,0m 7.8s,7.8,44.5659558602534,-123.279276414495,18.3,18.3,22.3,284,16.6,0,0.671082,0,0.223694,0,0.223694,-4.026492,0.223694,-1.6,4.9,141.3,141.3,,P-GPS,Auto Fly,,17,4,True,,Neo,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,-1.4,3.6,124,124,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1684,1079,C,False,False,False,False,False,0,False,False,False,False,50,7.251,703,1391,7.251,False,3.559,3.562,0.006,False,False,4.064,71.2,70.8,71.2,,,,,,,,,Idle,,,,,,1,Go Home,False,False,True,False,False,False,False,False,True,False,False,False,44.5659503952911,-123.279312848653,9.6,,393.7,True,1,1,False,False,False,False,,True,False,False,,98.4,,9.8,21,SW,E,3.35,3.35,Calm,False,False,,1.19.0,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,129.5,0.4,104.9,8.321864,4.47388,0,4839,XRDrone,1581F87LB24AL002,7YZFM7V31129DM,6UZTN4P0011919,87HKMACAG0W7J6,DJI Fly,,1.19.0,AD700193-57D5-3872-3DB4-884CCCF8546D,1581F87LB24AL00201LN,7YZFM7V31129DM,,6UZTN4P0011919,87HKMACAG0W7J6,,,,,,
